Monat,Sparte,Tariflohnindex
2010-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2010-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,111.4
2011-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2011-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,114
2012-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2012-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,118.1
2013-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2013-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,121.6
2014-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2014-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,125.2
2015-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2015-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,128.3
2016-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2016-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.3
2017-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,130.43030000000002
2017-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,132.12420000000003
2018-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2018-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,135.1211
2019-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.5089
2019-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.5089
2019-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.5089
2019-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.5089
2019-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.5089
2019-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2019-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2019-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2019-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2019-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2019-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2019-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,138.63920000000002
2020-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2020-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,141.63610000000003
2021-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2021-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,143.85120000000003
2022-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.62990000000002
2022-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.62990000000002
2022-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.62990000000002
2022-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.62990000000002
2022-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.62990000000002
2022-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2022-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2022-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2022-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2022-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2022-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2022-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,147.76020000000003
2023-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.44480000000001
2023-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.44480000000001
2023-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.44480000000001
2023-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.44480000000001
2023-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.44480000000001
2023-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2023-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2023-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2023-09-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2023-10-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2023-11-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2023-12-01,Fachverband des Handels mit Mode und Freizeitartikeln,158.57510000000002
2024-01-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-02-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-03-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-04-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-05-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-06-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-07-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2024-08-01,Fachverband des Handels mit Mode und Freizeitartikeln,171.996
2010-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2010-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",111.3
2011-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2011-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",113.8
2012-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2012-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",117.9
2013-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2013-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",121.4
2014-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2014-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",124.8
2015-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2015-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",127.8
2016-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2016-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",129.7
2017-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",130.08909999999997
2017-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",131.5158
2018-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2018-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",134.4989
2019-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2019-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",138.0008
2020-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2020-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",141.1136
2021-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2021-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",143.1888
2022-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-05-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-06-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-07-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-08-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-09-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-10-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-11-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2022-12-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",147.0798
2023-01-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",158.1043
2023-02-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",158.1043
2023-03-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",158.1043
2023-04-01,"Fachverband des Baustoff-, Eisen-, Hartwaren- und Holzhandels",158.1043
